,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
1149,Shot Chart Detail,0022100164,377,202330,Gordon Hayward,1610612766,Charlotte Hornets,3,10,19,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,6,115,1,0,20211110,MEM,CHA
1150,Shot Chart Detail,0022100164,379,202330,Gordon Hayward,1610612766,Charlotte Hornets,3,10,15,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,6,53,1,0,20211110,MEM,CHA
1151,Shot Chart Detail,0022100164,382,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,10,3,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-53,92,1,0,20211110,MEM,CHA
1152,Shot Chart Detail,0022100164,384,1626179,Terry Rozier,1610612766,Charlotte Hornets,3,9,44,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,31,57,1,1,20211110,MEM,CHA
1153,Shot Chart Detail,0022100164,385,1629001,De'Anthony Melton,1610612763,Memphis Grizzlies,3,9,21,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-28,38,1,0,20211110,MEM,CHA
1154,Shot Chart Detail,0022100164,387,203500,Steven Adams,1610612763,Memphis Grizzlies,3,9,17,Made Shot,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-16,57,1,1,20211110,MEM,CHA
1155,Shot Chart Detail,0022100164,390,1628991,Jaren Jackson Jr.,1610612763,Memphis Grizzlies,3,9,7,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-1,1,1,20211110,MEM,CHA
1156,Shot Chart Detail,0022100164,395,1630217,Desmond Bane,1610612763,Memphis Grizzlies,3,8,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-11,253,1,0,20211110,MEM,CHA
1157,Shot Chart Detail,0022100164,397,1628991,Jaren Jackson Jr.,1610612763,Memphis Grizzlies,3,8,40,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20211110,MEM,CHA
1158,Shot Chart Detail,0022100164,398,1628970,Miles Bridges,1610612766,Charlotte Hornets,3,8,27,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,25,1,0,20211110,MEM,CHA
1159,Shot Chart Detail,0022100164,400,1629001,De'Anthony Melton,1610612763,Memphis Grizzlies,3,8,16,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,7,272,1,0,20211110,MEM,CHA
1160,Shot Chart Detail,0022100164,402,202330,Gordon Hayward,1610612766,Charlotte Hornets,3,8,10,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,4,1,0,20211110,MEM,CHA
1161,Shot Chart Detail,0022100164,404,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,7,55,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-54,64,1,0,20211110,MEM,CHA
1162,Shot Chart Detail,0022100164,406,1626179,Terry Rozier,1610612766,Charlotte Hornets,3,7,37,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-27,95,1,0,20211110,MEM,CHA
1163,Shot Chart Detail,0022100164,408,202330,Gordon Hayward,1610612766,Charlotte Hornets,3,7,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,114,221,1,0,20211110,MEM,CHA
1164,Shot Chart Detail,0022100164,410,1630217,Desmond Bane,1610612763,Memphis Grizzlies,3,7,29,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-163,210,1,0,20211110,MEM,CHA
1165,Shot Chart Detail,0022100164,420,1629001,De'Anthony Melton,1610612763,Memphis Grizzlies,3,7,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,206,141,1,0,20211110,MEM,CHA
1166,Shot Chart Detail,0022100164,422,1630208,Nick Richards,1610612766,Charlotte Hornets,3,7,4,Missed Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,5,1,0,20211110,MEM,CHA
1167,Shot Chart Detail,0022100164,424,1628991,Jaren Jackson Jr.,1610612763,Memphis Grizzlies,3,6,49,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,228,33,1,1,20211110,MEM,CHA
1168,Shot Chart Detail,0022100164,426,202330,Gordon Hayward,1610612766,Charlotte Hornets,3,6,26,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,49,99,1,0,20211110,MEM,CHA
1169,Shot Chart Detail,0022100164,443,1628415,Dillon Brooks,1610612763,Memphis Grizzlies,3,6,1,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,5,1,1,20211110,MEM,CHA
1170,Shot Chart Detail,0022100164,446,1628970,Miles Bridges,1610612766,Charlotte Hornets,3,5,41,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-44,245,1,0,20211110,MEM,CHA
1171,Shot Chart Detail,0022100164,448,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,5,31,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,8,1,1,20211110,MEM,CHA
1172,Shot Chart Detail,0022100164,452,1628991,Jaren Jackson Jr.,1610612763,Memphis Grizzlies,3,5,8,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,15,1,0,20211110,MEM,CHA
1173,Shot Chart Detail,0022100164,455,1626162,Kelly Oubre Jr.,1610612766,Charlotte Hornets,3,5,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,81,237,1,1,20211110,MEM,CHA
1174,Shot Chart Detail,0022100164,457,203937,Kyle Anderson,1610612763,Memphis Grizzlies,3,4,44,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-1,78,1,1,20211110,MEM,CHA
1175,Shot Chart Detail,0022100164,465,1630163,LaMelo Ball,1610612766,Charlotte Hornets,3,4,26,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,15,1,1,20211110,MEM,CHA
1176,Shot Chart Detail,0022100164,466,1628415,Dillon Brooks,1610612763,Memphis Grizzlies,3,4,6,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,12,1,0,20211110,MEM,CHA
1177,Shot Chart Detail,0022100164,468,1629634,Brandon Clarke,1610612763,Memphis Grizzlies,3,4,3,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20211110,MEM,CHA
1178,Shot Chart Detail,0022100164,470,1626162,Kelly Oubre Jr.,1610612766,Charlotte Hornets,3,3,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-108,229,1,1,20211110,MEM,CHA
1179,Shot Chart Detail,0022100164,475,1629723,John Konchar,1610612763,Memphis Grizzlies,3,3,28,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-9,47,1,1,20211110,MEM,CHA
1180,Shot Chart Detail,0022100164,477,1626162,Kelly Oubre Jr.,1610612766,Charlotte Hornets,3,3,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-136,219,1,1,20211110,MEM,CHA
1181,Shot Chart Detail,0022100164,480,1628998,Cody Martin,1610612766,Charlotte Hornets,3,2,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-121,227,1,0,20211110,MEM,CHA
1182,Shot Chart Detail,0022100164,482,1626162,Kelly Oubre Jr.,1610612766,Charlotte Hornets,3,2,33,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,159,200,1,0,20211110,MEM,CHA
1183,Shot Chart Detail,0022100164,484,1629634,Brandon Clarke,1610612763,Memphis Grizzlies,3,2,22,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,11,1,1,20211110,MEM,CHA
1184,Shot Chart Detail,0022100164,486,202330,Gordon Hayward,1610612766,Charlotte Hornets,3,1,59,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,6,1,1,20211110,MEM,CHA
1185,Shot Chart Detail,0022100164,488,1628415,Dillon Brooks,1610612763,Memphis Grizzlies,3,1,42,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,60,133,1,0,20211110,MEM,CHA
1186,Shot Chart Detail,0022100164,490,1628970,Miles Bridges,1610612766,Charlotte Hornets,3,1,32,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,6,1,1,20211110,MEM,CHA
1187,Shot Chart Detail,0022100164,501,1629630,Ja Morant,1610612763,Memphis Grizzlies,3,0,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-223,105,1,0,20211110,MEM,CHA
1188,Shot Chart Detail,0022100164,506,1629723,John Konchar,1610612763,Memphis Grizzlies,3,0,21,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,5,1,1,20211110,MEM,CHA
1189,Shot Chart Detail,0022100164,508,1626162,Kelly Oubre Jr.,1610612766,Charlotte Hornets,3,0,0,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,11,1,1,20211110,MEM,CHA
1190,Shot Chart Detail,0022100164,524,1630217,Desmond Bane,1610612763,Memphis Grizzlies,4,11,48,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-239,-5,1,0,20211110,MEM,CHA
1191,Shot Chart Detail,0022100164,530,1626179,Terry Rozier,1610612766,Charlotte Hornets,4,11,8,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-44,87,1,0,20211110,MEM,CHA
1192,Shot Chart Detail,0022100164,533,1626179,Terry Rozier,1610612766,Charlotte Hornets,4,11,2,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,29,1,1,20211110,MEM,CHA
1193,Shot Chart Detail,0022100164,536,1628970,Miles Bridges,1610612766,Charlotte Hornets,4,10,43,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,10,1,1,20211110,MEM,CHA
1194,Shot Chart Detail,0022100164,544,1626162,Kelly Oubre Jr.,1610612766,Charlotte Hornets,4,10,13,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,6,77,1,0,20211110,MEM,CHA
1195,Shot Chart Detail,0022100164,547,1626162,Kelly Oubre Jr.,1610612766,Charlotte Hornets,4,10,8,Made Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,13,1,1,20211110,MEM,CHA
1196,Shot Chart Detail,0022100164,548,1629723,John Konchar,1610612763,Memphis Grizzlies,4,9,58,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,11,1,0,20211110,MEM,CHA
1197,Shot Chart Detail,0022100164,550,203500,Steven Adams,1610612763,Memphis Grizzlies,4,9,53,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20211110,MEM,CHA
1198,Shot Chart Detail,0022100164,557,1626145,Tyus Jones,1610612763,Memphis Grizzlies,4,9,42,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,42,107,1,0,20211110,MEM,CHA
1199,Shot Chart Detail,0022100164,559,1628991,Jaren Jackson Jr.,1610612763,Memphis Grizzlies,4,9,35,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,6,1,0,20211110,MEM,CHA
1200,Shot Chart Detail,0022100164,561,1629001,De'Anthony Melton,1610612763,Memphis Grizzlies,4,9,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-100,252,1,1,20211110,MEM,CHA
1201,Shot Chart Detail,0022100164,563,1626179,Terry Rozier,1610612766,Charlotte Hornets,4,9,14,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,21,78,1,0,20211110,MEM,CHA
1202,Shot Chart Detail,0022100164,565,1629001,De'Anthony Melton,1610612763,Memphis Grizzlies,4,9,8,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,26,1,1,20211110,MEM,CHA
1203,Shot Chart Detail,0022100164,572,1629001,De'Anthony Melton,1610612763,Memphis Grizzlies,4,8,41,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,6,1,0,20211110,MEM,CHA
1204,Shot Chart Detail,0022100164,574,1626179,Terry Rozier,1610612766,Charlotte Hornets,4,8,30,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,9,29,1,0,20211110,MEM,CHA
1205,Shot Chart Detail,0022100164,576,1626162,Kelly Oubre Jr.,1610612766,Charlotte Hornets,4,8,26,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20211110,MEM,CHA
1206,Shot Chart Detail,0022100164,580,202330,Gordon Hayward,1610612766,Charlotte Hornets,4,8,5,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-116,237,1,1,20211110,MEM,CHA
1207,Shot Chart Detail,0022100164,582,1629001,De'Anthony Melton,1610612763,Memphis Grizzlies,4,7,38,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-93,141,1,1,20211110,MEM,CHA
1208,Shot Chart Detail,0022100164,588,1626162,Kelly Oubre Jr.,1610612766,Charlotte Hornets,4,7,12,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,92,110,1,0,20211110,MEM,CHA
1209,Shot Chart Detail,0022100164,590,1629001,De'Anthony Melton,1610612763,Memphis Grizzlies,4,7,5,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-76,242,1,0,20211110,MEM,CHA
1210,Shot Chart Detail,0022100164,592,1629667,Jalen McDaniels,1610612766,Charlotte Hornets,4,6,54,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,43,1,1,20211110,MEM,CHA
1211,Shot Chart Detail,0022100164,594,1628415,Dillon Brooks,1610612763,Memphis Grizzlies,4,6,34,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,2,1,0,20211110,MEM,CHA
1212,Shot Chart Detail,0022100164,598,1628991,Jaren Jackson Jr.,1610612763,Memphis Grizzlies,4,6,3,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-2,59,1,1,20211110,MEM,CHA
1213,Shot Chart Detail,0022100164,599,1629667,Jalen McDaniels,1610612766,Charlotte Hornets,4,5,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-141,216,1,0,20211110,MEM,CHA
1214,Shot Chart Detail,0022100164,601,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,5,33,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-25,32,1,0,20211110,MEM,CHA
1215,Shot Chart Detail,0022100164,610,1628415,Dillon Brooks,1610612763,Memphis Grizzlies,4,5,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-150,228,1,1,20211110,MEM,CHA
1216,Shot Chart Detail,0022100164,612,1626162,Kelly Oubre Jr.,1610612766,Charlotte Hornets,4,4,48,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,2,130,1,1,20211110,MEM,CHA
1217,Shot Chart Detail,0022100164,616,1626179,Terry Rozier,1610612766,Charlotte Hornets,4,4,33,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-115,226,1,0,20211110,MEM,CHA
1218,Shot Chart Detail,0022100164,618,203500,Steven Adams,1610612763,Memphis Grizzlies,4,4,22,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-7,68,1,1,20211110,MEM,CHA
1219,Shot Chart Detail,0022100164,620,1629667,Jalen McDaniels,1610612766,Charlotte Hornets,4,4,1,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-23,21,1,0,20211110,MEM,CHA
1220,Shot Chart Detail,0022100164,645,1630163,LaMelo Ball,1610612766,Charlotte Hornets,4,3,30,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,64,79,1,0,20211110,MEM,CHA
1221,Shot Chart Detail,0022100164,647,1628415,Dillon Brooks,1610612763,Memphis Grizzlies,4,3,22,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,15,1,0,20211110,MEM,CHA
1222,Shot Chart Detail,0022100164,653,203937,Kyle Anderson,1610612763,Memphis Grizzlies,4,2,58,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-7,193,1,0,20211110,MEM,CHA
1223,Shot Chart Detail,0022100164,655,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,2,54,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20211110,MEM,CHA
1224,Shot Chart Detail,0022100164,657,1630163,LaMelo Ball,1610612766,Charlotte Hornets,4,2,32,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,25,1,1,20211110,MEM,CHA
1225,Shot Chart Detail,0022100164,667,1626162,Kelly Oubre Jr.,1610612766,Charlotte Hornets,4,2,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-82,248,1,1,20211110,MEM,CHA
1226,Shot Chart Detail,0022100164,669,1628415,Dillon Brooks,1610612763,Memphis Grizzlies,4,1,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,105,243,1,0,20211110,MEM,CHA
1227,Shot Chart Detail,0022100164,671,1630163,LaMelo Ball,1610612766,Charlotte Hornets,4,1,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-162,248,1,0,20211110,MEM,CHA
1228,Shot Chart Detail,0022100164,675,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,1,19,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,12,-69,106,1,0,20211110,MEM,CHA
1229,Shot Chart Detail,0022100164,677,1626162,Kelly Oubre Jr.,1610612766,Charlotte Hornets,4,1,5,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,16,1,1,20211110,MEM,CHA
1230,Shot Chart Detail,0022100164,679,203937,Kyle Anderson,1610612763,Memphis Grizzlies,4,0,58,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-9,92,1,1,20211110,MEM,CHA
1231,Shot Chart Detail,0022100164,685,1628415,Dillon Brooks,1610612763,Memphis Grizzlies,4,0,49,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-163,194,1,1,20211110,MEM,CHA
1232,Shot Chart Detail,0022100164,692,1629630,Ja Morant,1610612763,Memphis Grizzlies,4,0,41,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,13,1,1,20211110,MEM,CHA
1233,Shot Chart Detail,0022100164,702,1628991,Jaren Jackson Jr.,1610612763,Memphis Grizzlies,4,0,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,152,211,1,1,20211110,MEM,CHA
1234,Shot Chart Detail,0022100165,7,1629647,Darius Bazley,1610612760,Oklahoma City Thunder,1,11,38,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,30,1,1,20211110,NOP,OKC
1235,Shot Chart Detail,0022100165,9,1629638,Nickeil Alexander-Walker,1610612740,New Orleans Pelicans,1,11,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-74,265,1,0,20211110,NOP,OKC
1236,Shot Chart Detail,0022100165,13,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,56,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-39,259,1,0,20211110,NOP,OKC
1237,Shot Chart Detail,0022100165,15,202324,Derrick Favors,1610612760,Oklahoma City Thunder,1,10,43,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-47,116,1,1,20211110,NOP,OKC
1238,Shot Chart Detail,0022100165,17,1629638,Nickeil Alexander-Walker,1610612740,New Orleans Pelicans,1,10,31,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-49,86,1,0,20211110,NOP,OKC
1239,Shot Chart Detail,0022100165,19,1630581,Josh Giddey,1610612760,Oklahoma City Thunder,1,10,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-170,180,1,0,20211110,NOP,OKC
1240,Shot Chart Detail,0022100165,21,1628404,Josh Hart,1610612740,New Orleans Pelicans,1,10,5,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-7,48,1,0,20211110,NOP,OKC
1241,Shot Chart Detail,0022100165,24,1629652,Luguentz Dort,1610612760,Oklahoma City Thunder,1,9,51,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-138,219,1,1,20211110,NOP,OKC
1242,Shot Chart Detail,0022100165,26,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,9,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,75,254,1,1,20211110,NOP,OKC
1243,Shot Chart Detail,0022100165,32,1628404,Josh Hart,1610612740,New Orleans Pelicans,1,9,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-99,258,1,0,20211110,NOP,OKC
1244,Shot Chart Detail,0022100165,35,1629638,Nickeil Alexander-Walker,1610612740,New Orleans Pelicans,1,8,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,190,180,1,0,20211110,NOP,OKC
1245,Shot Chart Detail,0022100165,38,202324,Derrick Favors,1610612760,Oklahoma City Thunder,1,8,39,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,223,15,1,0,20211110,NOP,OKC
1246,Shot Chart Detail,0022100165,40,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,8,28,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-27,50,1,0,20211110,NOP,OKC
1247,Shot Chart Detail,0022100165,47,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,8,6,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,5,1,1,20211110,NOP,OKC
1248,Shot Chart Detail,0022100165,50,1629652,Luguentz Dort,1610612760,Oklahoma City Thunder,1,7,41,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,3,1,1,20211110,NOP,OKC
1249,Shot Chart Detail,0022100165,51,1628984,Devonte' Graham,1610612740,New Orleans Pelicans,1,7,32,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,173,190,1,0,20211110,NOP,OKC
1250,Shot Chart Detail,0022100165,53,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,7,24,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,6,1,1,20211110,NOP,OKC
1251,Shot Chart Detail,0022100165,55,1629652,Luguentz Dort,1610612760,Oklahoma City Thunder,1,7,1,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,27,251,1,0,20211110,NOP,OKC
1252,Shot Chart Detail,0022100165,57,1628984,Devonte' Graham,1610612740,New Orleans Pelicans,1,6,48,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,4,197,1,0,20211110,NOP,OKC
1253,Shot Chart Detail,0022100165,59,202066,Garrett Temple,1610612740,New Orleans Pelicans,1,6,37,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-26,15,1,0,20211110,NOP,OKC
1254,Shot Chart Detail,0022100165,66,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,6,34,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-186,84,1,0,20211110,NOP,OKC
1255,Shot Chart Detail,0022100165,68,1629647,Darius Bazley,1610612760,Oklahoma City Thunder,1,6,10,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-121,-15,1,1,20211110,NOP,OKC
1256,Shot Chart Detail,0022100165,69,1629638,Nickeil Alexander-Walker,1610612740,New Orleans Pelicans,1,5,53,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,-16,1,1,20211110,NOP,OKC
